Date,Volume,Adj Close
2016-02-12,49753600,24.247497
2016-02-16,40401700,24.952421
2016-02-17,36904700,25.551124
2016-02-18,31288200,25.522156
2016-02-19,28791700,25.638033
2016-02-22,24608100,25.715285
2016-02-23,28097500,25.222804
2016-02-24,22960800,25.415933
2016-02-25,18655100,25.686316
2016-02-26,18113000,25.502842
2016-02-29,24763100,25.280743
2016-03-01,25245400,25.908416
2016-03-02,19020100,25.976011
2016-03-03,19002200,25.947043
2016-03-04,19429900,25.879445
2016-03-07,21500100,26.207767
2016-03-08,23821300,26.120858
2016-03-09,38890200,26.661624
2016-03-10,33327300,26.439523
2016-03-11,21873100,26.903037
2016-03-14,18291700,26.748533
2016-03-15,16917200,26.709906
2016-03-16,19087800,26.922348
2016-03-17,28501900,27.221702
2016-03-18,43132400,27.356892
2016-03-21,23799200,27.221702
2016-03-22,23599300,27.30861
2016-03-23,19217500,26.874067
2016-03-24,15871900,26.9996
2016-03-28,12785900,26.941662
2016-03-29,17139300,27.134793
2016-03-30,19390200,27.482426
2016-03-31,18377600,27.492083
2016-04-01,23026400,27.704527
2016-04-04,17890000,27.421925
2016-04-05,24245700,26.876215
2016-04-06,20395800,27.285498
2016-04-07,17016800,26.895705
2016-04-08,14495600,26.983409
2016-04-11,18762900,26.915195
2016-04-12,27741400,26.934684
2016-04-13,25433300,27.509628
2016-04-14,15049100,27.529118
2016-04-15,23804400,27.188049
2016-04-18,15742200,27.47065
2016-04-19,20307700,27.607077
2016-04-20,19937800,27.71427
2016-04-21,17339900,27.519373
2016-04-22,23147600,27.43167
2016-04-25,16434800,27.509628
2016-04-26,18151500,27.724015
2016-04-27,20931000,27.909166
2016-04-28,29616200,27.246517
2016-04-29,33890100,26.788512
2016-05-02,27361700,26.671575
2016-05-03,35319600,26.174589
2016-05-04,32850800,25.765306
2016-05-05,23082200,25.541174
2016-05-06,25572600,25.85301
2016-05-09,16990400,25.83352
2016-05-10,22642500,26.340251
2016-05-11,19326100,26.018672
2016-05-12,19681900,25.989437
2016-05-13,20865100,25.85301
2016-05-16,20885900,26.28178
2016-05-17,25921300,25.969947
2016-05-18,32345500,26.03816
2016-05-19,50174600,26.86647
2016-05-20,32703000,27.256263
2016-05-23,19850000,27.227029
2016-05-24,26514800,27.743504
2016-05-25,25696800,28.182021
2016-05-26,19366300,28.162531
2016-05-27,16642900,28.182021
2016-05-31,28606300,28.308703
2016-06-01,22268700,28.162531
2016-06-02,19538200,28.337938
2016-06-03,18677700,28.386662
2016-06-06,16167100,28.357428
2016-06-07,21566600,28.328193
2016-06-08,17772900,28.396407
2016-06-09,18349900,28.396407
2016-06-10,18244200,28.289215
2016-06-13,17137000,28.104063
2016-06-14,19279700,28.221
2016-06-15,30738600,27.918911
2016-06-16,17504100,28.133298
2016-06-17,32333500,28.211256
2016-06-20,22100800,28.065083
2016-06-21,19098600,28.035849
2016-06-22,18273300,27.987124
2016-06-23,19415600,28.474365
2016-06-24,44408900,27.041877
2016-06-27,29973100,26.613105
2016-06-28,24646900,27.080857
2016-06-29,25593000,27.538863
2016-06-30,25184400,27.957891
2016-07-01,20901300,28.065083
2016-07-05,22116900,27.858578
2016-07-06,24844000,28.242088
2016-07-07,17394900,28.261756
2016-07-08,24647400,28.773103
2016-07-11,22045200,28.940274
2016-07-12,22157500,29.117279
2016-07-13,18038100,29.254949
2016-07-14,19332200,29.264783
2016-07-15,17800400,29.323784
2016-07-18,17484900,29.412287
2016-07-19,18516000,29.42212
2016-07-20,50168800,30.120305
2016-07-21,21582700,30.071138
2016-07-22,19399600,30.198973
2016-07-25,15174200,30.277644
2016-07-26,21328200,30.366145
2016-07-27,22723000,30.248143
2016-07-28,22470500,30.012137
2016-07-29,23807200,30.02197
2016-08-01,22438700,30.218641
2016-08-02,24485200,30.110473
2016-08-03,15962500,30.208807
2016-08-04,18586500,30.287476
2016-08-05,18873300,30.523484
2016-08-08,19019900,30.493983
2016-08-09,19159500,30.425148
2016-08-10,16684300,30.336645
2016-08-11,24020900,30.434981
2016-08-12,13430600,30.356313
2016-08-15,21944700,30.670988
2016-08-16,23399700,30.602153
2016-08-17,55071200,30.208807
2016-08-18,48710500,29.972801
2016-08-19,25131300,30.012137
2016-08-22,28680000,30.120305
2016-08-23,23493600,30.464481
2016-08-24,24474700,30.54315
2016-08-25,22917100,30.769324
2016-08-26,21106200,30.828325
2016-08-29,21101700,31.054497
2016-08-30,17794800,31.015164
2016-08-31,20418800,30.916827
2016-09-01,15980500,31.054497
2016-09-02,18156500,31.300337
2016-09-06,17656500,31.339672
2016-09-07,14050500,31.261004
2016-09-08,19913700,30.946327
2016-09-09,25450500,30.336645
2016-09-12,22612500,30.916827
2016-09-13,23617900,30.54315
2016-09-14,24262900,30.484149
2016-09-15,25554500,30.78899
2016-09-16,37416300,30.326811
2016-09-19,16833500,30.503816
2016-09-20,15878900,30.582485
2016-09-21,21169400,30.838159
2016-09-22,20261900,31.133166
2016-09-23,20442200,30.818491
2016-09-26,20361500,30.552984
2016-09-27,18045400,30.956161
2016-09-28,15841000,30.975828
2016-09-29,15417100,30.867658
2016-09-30,30380600,31.192167
2016-10-03,14070500,31.231826
2016-10-04,18460400,31.083104
2016-10-05,11808600,31.32106
2016-10-06,14077100,31.211996
2016-10-07,13073200,31.202081
2016-10-10,12759400,31.202081
2016-10-11,19412000,30.775743
2016-10-12,36899900,30.081702
2016-10-13,24286600,29.913149
2016-10-14,20545100,29.923064
2016-10-17,13957500,29.962723
2016-10-18,14444900,30.180851
2016-10-19,14830900,30.091617
2016-10-20,17315300,29.903234
2016-10-21,15140500,29.893319
2016-10-24,14115300,30.200679
2016-10-25,15257800,30.081702
2016-10-26,18008600,30.289913
2016-10-27,16926200,30.121361
2016-10-28,19946800,30.329574
2016-10-31,23225400,30.418808
2016-11-01,17542100,30.22051
2016-11-02,19174000,30.131276
2016-11-03,15937100,30.061872
2016-11-04,18524000,29.932979
2016-11-07,23061100,30.676594
2016-11-08,19399800,30.736083
2016-11-09,38564100,31.093019
2016-11-10,38345000,30.736083
2016-11-11,23150300,31.093019
2016-11-14,22917600,31.102934
2016-11-15,24160200,31.430124
2016-11-16,27097100,31.30123
2016-11-17,75252300,29.79417
2016-11-18,38748600,29.923064
2016-11-21,27481700,29.79417
2016-11-22,26769300,29.635532
2016-11-23,24496800,29.457064
2016-11-25,17678900,29.83383
2016-11-28,21468900,29.665278
2016-11-29,23553700,29.576044
2016-11-30,26224900,29.566129
2016-12-01,25996200,29.19928
2016-12-02,27069500,29.000982
2016-12-05,20865800,29.278598
2016-12-06,27352100,29.0803
2016-12-07,30180100,29.695023
2016-12-08,21369900,29.695023
2016-12-09,21362000,29.804085
2016-12-12,17287800,29.913149
2016-12-13,25052900,30.329574
2016-12-14,27556000,30.200679
2016-12-15,20914100,30.369232
2016-12-16,45875500,30.329574
2016-12-19,18178500,30.488211
2016-12-20,17475200,30.299828
2016-12-21,14488900,30.161021
2016-12-22,12935800,30.200679
2016-12-23,9167500,30.270085
2016-12-27,14175500,30.418808
2016-12-28,12022200,30.161021
2016-12-29,10995600,30.200679
2016-12-30,20190000,29.962723
2017-01-03,22370600,30.28
2017-01-04,22281000,30.10
2017-01-05,18372500,30.17
2017-01-06,15923200,30.23
2017-01-09,17177800,30.18
2017-01-10,21046000,30.379999
2017-01-11,22291300,30.15
2017-01-12,18611100,30.040001
2017-01-13,17136600,30.07
2017-01-17,21983500,29.99
2017-01-18,15724000,30.030001
2017-01-19,16866000,29.98
