Date,Volume,Adj Close
2017-01-20,22754400,30.10
2017-01-23,17155300,30.27
2017-01-24,24934200,30.60
2017-01-25,23630500,30.700001
2017-01-26,20116800,30.74
2017-01-27,18461900,30.98
2017-01-30,15481800,30.83
2017-01-31,16603100,30.719999
2017-02-01,19504600,30.50
2017-02-02,27456700,31.18
2017-02-03,21288800,31.32
2017-02-06,16774200,31.299999
2017-02-07,18420200,31.450001
2017-02-08,20434300,31.27
2017-02-09,18706900,31.50
2017-02-10,21557700,31.51
