Date,Volume,Adj Close
2016-02-02,182564900,186.162331
2016-02-03,205054900,187.278365
2016-02-04,139531800,187.572061
2016-02-05,180788300,183.998785
2016-02-08,191526700,181.521973
2016-02-09,184513100,181.531758
2016-02-10,148214100,181.375133
2016-02-11,219058900,179.015794
2016-02-12,127632400,182.706542
2016-02-16,120250700,185.790315
2016-02-17,136009500,188.825151
2016-02-18,102343000,188.05175
2016-02-19,114793000,187.963646
2016-02-22,103640300,190.685202
2016-02-23,111455300,188.276926
2016-02-24,150812200,189.138416
2016-02-25,110728300,191.429219
2016-02-26,129833700,190.988682
2016-02-29,125918100,189.490848
2016-03-01,141799700,193.945198
2016-03-02,102415000,194.816487
2016-03-03,95172200,195.580088
2016-03-04,129293600,196.216418
2016-03-07,100219000,196.373058
2016-03-08,123974900,194.229095
2016-03-09,94801200,195.188503
2016-03-10,156838700,195.345128
2016-03-11,137964500,198.497437
2016-03-14,73612000,198.242908
2016-03-15,93169100,197.919844
2016-03-16,129303200,199.065245
2016-03-17,134278500,200.328134
2016-03-18,138372400,201.115364
2016-03-21,72926700,201.400725
2016-03-22,97471900,201.292481
2016-03-23,81052500,199.964054
2016-03-24,84360900,199.87548
2016-03-28,62408200,199.993574
2016-03-29,92922900,201.843534
2016-03-30,86365300,202.729167
2016-03-31,94584100,202.237153
2016-04-01,114423500,203.614785
2016-04-04,63497000,202.955488
2016-04-05,99662200,200.928396
2016-04-06,91839800,203.122771
2016-04-07,113859000,200.692224
2016-04-08,95040600,201.233442
2016-04-11,83757500,200.761113
2016-04-12,115350600,202.630758
2016-04-13,96336400,204.677535
2016-04-14,65212900,204.68737
2016-04-15,75761600,204.461048
2016-04-18,75277700,205.897733
2016-04-19,88316100,206.54718
2016-04-20,81100300,206.743997
2016-04-21,85695000,205.632042
2016-04-22,99251700,205.632042
2016-04-25,66166500,205.277792
2016-04-26,75864200,205.582838
2016-04-27,77329400,206.005977
2016-04-28,97216200,204.136317
2016-04-29,142424100,203.034212
2016-05-02,62188000,204.648015
2016-05-03,101267500,202.86693
2016-05-04,92243800,201.73529
2016-05-05,67619200,201.695936
2016-05-06,83784900,202.433956
2016-05-09,74374900,202.601238
2016-05-10,77472200,205.120344
2016-05-11,81727000,203.201495
2016-05-12,89586300,203.260534
2016-05-13,96474600,201.489283
2016-05-16,77486800,203.477021
2016-05-17,114924900,201.577857
2016-05-18,120062100,201.636896
2016-05-19,115430500,200.938231
2016-05-20,104990400,202.207634
2016-05-23,58682600,201.932107
2016-05-24,93537800,204.549607
2016-05-25,76621400,205.937088
