Date,Volume,Adj Close
2016-02-02,6348100,764.650024
2016-02-03,6171000,726.950012
2016-02-04,5168700,708.01001
2016-02-05,5105700,683.570007
2016-02-08,4247400,682.73999
2016-02-09,3608900,678.109985
2016-02-10,2638000,684.119995
2016-02-11,3024000,683.109985
2016-02-12,2141400,682.400024
2016-02-16,2520000,691.00
2016-02-17,2492600,708.400024
2016-02-18,1883200,697.349976
2016-02-19,1589300,700.909973
2016-02-22,1949800,706.460022
2016-02-23,2009300,695.849976
2016-02-24,1963600,699.559998
2016-02-25,1642200,705.75
2016-02-26,2243500,705.070007
2016-02-29,2481100,697.77002
2016-03-01,2151400,718.809998
2016-03-02,1629000,718.849976
2016-03-03,1958000,712.419983
2016-03-04,1972100,710.890015
2016-03-07,2985100,695.159973
2016-03-08,2076300,693.969971
2016-03-09,1421500,705.23999
2016-03-10,2833500,712.820007
2016-03-11,1970800,726.820007
2016-03-14,1718300,730.48999
2016-03-15,1721000,728.330017
2016-03-16,1624400,736.090027
2016-03-17,1860800,737.780029
2016-03-18,2980700,737.599976
2016-03-21,1836500,742.090027
2016-03-22,1269700,740.75
2016-03-23,1432100,738.059998
2016-03-24,1594900,735.299988
2016-03-28,1301300,733.530029
2016-03-29,1903800,744.77002
2016-03-30,1782400,750.530029
2016-03-31,1718800,744.950012
2016-04-01,1576700,749.909973
2016-04-04,1134200,745.289978
2016-04-05,1132300,737.799988
2016-04-06,1053700,745.690002
2016-04-07,1453200,740.280029
2016-04-08,1290800,739.150024
2016-04-11,1220100,736.099976
2016-04-12,1353000,743.090027
2016-04-13,1707100,751.719971
2016-04-14,1135300,753.200012
2016-04-15,1809300,759.00
2016-04-18,1556000,766.609985
2016-04-19,2030500,753.929993
2016-04-20,1529200,752.669983
2016-04-21,3060500,759.140015
2016-04-22,5951900,718.77002
2016-04-25,1959200,723.150024
2016-04-26,2744600,708.140015
2016-04-27,3098600,705.840027
2016-04-28,2867300,691.02002
2016-04-29,2487700,693.01001
2016-05-02,1645300,698.210022
2016-05-03,1543800,692.359985
2016-05-04,1693500,695.700012
2016-05-05,1683500,701.429993
2016-05-06,1826100,711.119995
2016-05-09,1510300,712.900024
2016-05-10,1569600,723.179993
2016-05-11,1692100,715.289978
2016-05-12,1360700,713.309998
2016-05-13,1314500,710.830017
2016-05-16,1317100,716.48999
2016-05-17,2001200,706.22998
2016-05-18,1766800,706.630005
2016-05-19,1670200,700.320007
2016-05-20,1828400,709.73999
2016-05-23,1330700,704.23999
2016-05-24,1929500,720.090027
2016-05-25,1629200,725.27002
2016-05-26,1576300,724.119995
2016-05-27,1974000,732.659973
2016-05-31,2129500,735.719971
2016-06-01,1253600,734.150024
2016-06-02,1341800,730.400024
2016-06-03,1226300,722.340027
2016-06-06,1565300,716.549988
2016-06-07,1336200,716.650024
2016-06-08,1583700,728.280029
2016-06-09,988900,728.580017
2016-06-10,1216400,719.409973
2016-06-13,1258900,718.359985
2016-06-14,1306100,718.27002
2016-06-15,1214500,718.919983
2016-06-16,1982500,710.359985
2016-06-17,3402400,691.719971
2016-06-20,2082500,693.710022
